代码,日期,MA5,MA10,MA20,MA60,SMA差值5-20,SMA差值5-20(%),SMA差值5-10,多空排列,排列评分
515700,2025-06-27,1.654,1.6218,1.61315,1.603167,0.04085,2.5323,0.0322,长期中等多头排列,0.96
515700,2025-06-26,1.6366,1.615,1.6106,1.60395,0.026,1.6143,0.0216,长期中等多头排列,0.96
515700,2025-06-25,1.6206,1.6101,1.60725,1.604983,0.01335,0.8306,0.0105,震荡排列,0.0
515700,2025-06-24,1.6036,1.6043,1.6041,1.605733,-0.0005,-0.0312,-0.0007,震荡排列,0.0
515700,2025-06-23,1.5918,1.5984,1.60295,1.606883,-0.01115,-0.6956,-0.0066,温和空头排列,-0.4
515700,2025-06-20,1.5896,1.5991,1.6062,1.609033,-0.0166,-1.0335,-0.0095,温和空头排列,-0.4
515700,2025-06-19,1.5934,1.6018,1.6108,1.611567,-0.0174,-1.0802,-0.0084,温和空头排列,-0.4
515700,2025-06-18,1.5996,1.6042,1.61605,1.614883,-0.01645,-1.0179,-0.0046,温和空头排列,-0.4
515700,2025-06-17,1.605,1.6055,1.6193,1.618267,-0.0143,-0.8831,-0.0005,震荡排列,0.0
515700,2025-06-16,1.605,1.6047,1.622,1.6215,-0.017,-1.0481,0.0003,震荡排列,0.0
515700,2025-06-13,1.6086,1.6045,1.6254,1.624783,-0.0168,-1.0336,0.0041,方向分化,0.0
515700,2025-06-12,1.6102,1.6062,1.6277,1.628133,-0.0175,-1.0751,0.004,方向分化,0.0
515700,2025-06-11,1.6088,1.6044,1.63005,1.6304,-0.02125,-1.3036,0.0044,方向分化,0.0
515700,2025-06-10,1.606,1.6039,1.63155,1.632933,-0.02555,-1.566,0.0021,震荡排列,0.0
515700,2025-06-09,1.6044,1.6075,1.6349,1.636133,-0.0305,-1.8656,-0.0031,震荡排列,0.0
515700,2025-06-06,1.6004,1.6133,1.6358,1.639167,-0.0354,-2.1641,-0.0129,中等空头排列,-0.8
515700,2025-06-05,1.6022,1.6198,1.637,1.642117,-0.0348,-2.1258,-0.0176,长期中等空头排列,-0.96
515700,2025-06-04,1.6,1.6279,1.637,1.645283,-0.037,-2.2602,-0.0279,长期中等空头排列,-0.96
515700,2025-06-03,1.6018,1.6331,1.63725,1.64805,-0.03545,-2.1652,-0.0313,长期中等空头排列,-0.96
515700,2025-05-30,1.6106,1.6393,1.63715,1.651183,-0.02655,-1.6217,-0.0287,震荡排列,0.0
515700,2025-05-29,1.6262,1.6463,1.63605,1.654767,-0.00985,-0.6021,-0.0201,方向分化,0.0
515700,2025-05-28,1.6374,1.6492,1.6332,1.656933,0.0042,0.2572,-0.0118,方向分化,0.0
515700,2025-05-27,1.6558,1.6557,1.6321,1.660367,0.0237,1.4521,0.0001,震荡排列,0.0
515700,2025-05-26,1.6644,1.6592,1.62975,1.6633,0.03465,2.1261,0.0052,中等多头排列,0.8
515700,2025-05-23,1.668,1.6623,1.627,1.66555,0.041,2.52,0.0057,中等多头排列,0.8
515700,2025-05-22,1.6664,1.6583,1.62115,1.667283,0.04525,2.7912,0.0081,中等多头排列,0.8
515700,2025-05-21,1.661,1.6542,1.6154,1.669067,0.0456,2.8228,0.0068,中等多头排列,0.8
515700,2025-05-20,1.6556,1.6461,1.60695,1.669767,0.04865,3.0275,0.0095,强势多头排列,1.2
515700,2025-05-19,1.654,1.6414,1.5997,1.671067,0.0543,3.3944,0.0126,强势多头排列,1.2
515700,2025-05-16,1.6566,1.635,1.5934,1.6719,0.0632,3.9664,0.0216,强势多头排列,1.2
515700,2025-05-15,1.6502,1.6258,1.58785,1.672567,0.06235,3.9267,0.0244,强势多头排列,1.2
515700,2025-05-14,1.6474,1.6172,1.5829,1.673583,0.0645,4.0748,0.0302,强势多头排列,1.32
515700,2025-05-13,1.6366,1.6085,1.57645,1.673783,0.06015,3.8155,0.0281,强势多头排列,1.2
515700,2025-05-12,1.6288,1.6003,1.5692,1.674467,0.0596,3.7981,0.0285,强势多头排列,1.2
515700,2025-05-09,1.6134,1.5917,1.5596,1.674517,0.0538,3.4496,0.0217,强势多头排列,1.2
515700,2025-05-08,1.6014,1.584,1.5514,1.67545,0.05,3.2229,0.0174,强势多头排列,1.2
515700,2025-05-07,1.587,1.5766,1.5444,1.676417,0.0426,2.7584,0.0104,中等多头排列,0.8
515700,2025-05-06,1.5804,1.5678,1.5466,1.67725,0.0338,2.1854,0.0126,中等多头排列,0.8
515700,2025-04-30,1.5718,1.558,1.54975,1.676717,0.02205,1.4228,0.0138,温和多头排列,0.4
515700,2025-04-29,1.57,1.5518,1.55425,1.67645,0.01575,1.0134,0.0182,震荡排列,0.0
515700,2025-04-28,1.5666,1.5499,1.5603,1.67695,0.0063,0.4038,0.0167,方向分化,0.0
515700,2025-04-25,1.5662,1.5486,1.56805,1.677167,-0.00185,-0.118,0.0176,方向分化,0.0
515700,2025-04-24,1.5552,1.5444,1.5756,1.677217,-0.0204,-1.2947,0.0108,方向分化,0.0
515700,2025-04-23,1.5442,1.5381,1.58335,1.67775,-0.03915,-2.4726,0.0061,方向分化,0.0
515700,2025-04-22,1.5336,1.5275,1.5907,1.6782,-0.0571,-3.5896,0.0061,方向分化,0.0
515700,2025-04-21,1.5332,1.5188,1.59975,1.678717,-0.06655,-4.16,0.0144,方向分化,0.0
515700,2025-04-18,1.531,1.5122,1.6085,1.6789,-0.0775,-4.8182,0.0188,方向分化,0.0
515700,2025-04-17,1.5336,1.5254,1.62165,1.679633,-0.08805,-5.4297,0.0082,方向分化,0.0
