代码,日期,MA5,MA10,MA20,MA60,SMA差值5-20,SMA差值5-20(%),SMA差值5-10,多空排列,排列评分
518850,2025-06-27,7.431,7.4812,7.49005,7.426183,-0.05905,-0.7884,-0.0502,震荡排列,0.0
518850,2025-06-26,7.4534,7.5075,7.4887,7.41955,-0.0353,-0.4714,-0.0541,方向分化,0.0
518850,2025-06-25,7.4646,7.5169,7.48695,7.40955,-0.02235,-0.2985,-0.0523,方向分化,0.0
518850,2025-06-24,7.4868,7.5205,7.48545,7.39945,0.00135,0.018,-0.0337,方向分化,0.0
518850,2025-06-23,7.5114,7.5238,7.48785,7.38925,0.02355,0.3145,-0.0124,震荡排列,0.0
518850,2025-06-20,7.5314,7.5174,7.4872,7.377717,0.0442,0.5903,0.014,震荡排列,0.0
518850,2025-06-19,7.5616,7.5215,7.48775,7.366517,0.07385,0.9863,0.0401,长期温和多头排列,0.48
518850,2025-06-18,7.5692,7.5234,7.48665,7.3555,0.08255,1.1026,0.0458,长期温和多头排列,0.48
518850,2025-06-17,7.5542,7.5204,7.4719,7.343567,0.0823,1.1015,0.0338,长期温和多头排列,0.48
518850,2025-06-16,7.5362,7.5186,7.45795,7.33055,0.07825,1.0492,0.0176,方向分化,0.0
518850,2025-06-13,7.5034,7.4989,7.4386,7.315617,0.0648,0.8711,0.0045,震荡排列,0.0
518850,2025-06-12,7.4814,7.4699,7.41215,7.3002,0.06925,0.9343,0.0115,震荡排列,0.0
518850,2025-06-11,7.4776,7.457,7.40075,7.2846,0.07685,1.0384,0.0206,长期温和多头排列,0.48
518850,2025-06-10,7.4866,7.4504,7.3957,7.269417,0.0909,1.2291,0.0362,长期温和多头排列,0.48
518850,2025-06-09,7.501,7.4519,7.39385,7.2542,0.10715,1.4492,0.0491,长期温和多头排列,0.48
518850,2025-06-06,7.4944,7.457,7.4006,7.23975,0.0938,1.2675,0.0374,长期温和多头排列,0.48
518850,2025-06-05,7.4584,7.454,7.4043,7.2237,0.0541,0.7307,0.0044,震荡排列,0.0
518850,2025-06-04,7.4364,7.4499,7.4137,7.207767,0.0227,0.3062,-0.0135,震荡排列,0.0
518850,2025-06-03,7.4142,7.4234,7.42065,7.19215,-0.00645,-0.0869,-0.0092,震荡排列,0.0
518850,2025-05-30,7.4028,7.3973,7.42005,7.175617,-0.01725,-0.2325,0.0055,震荡排列,0.0
518850,2025-05-29,7.4196,7.3783,7.42745,7.1602,-0.00785,-0.1057,0.0413,方向分化,0.0
518850,2025-05-28,7.4496,7.3544,7.4356,7.1458,0.014,0.1883,0.0952,方向分化,0.0
518850,2025-05-27,7.4634,7.3445,7.44355,7.131017,0.01985,0.2667,0.1189,方向分化,0.0
518850,2025-05-26,7.4326,7.341,7.4546,7.11675,-0.022,-0.2951,0.0916,方向分化,0.0
