代码,日期,MA5,MA10,MA20,MA60,SMA差值5-20,SMA差值5-20(%),SMA差值5-10,多空排列
159502,2025-06-27,0.8884,0.8864,0.886,0.8576,0.0024,0.2709,0.002,强势多头排列
159502,2025-06-26,0.8856,0.8852,0.8842,0.858117,0.0014,0.1583,0.0004,强势多头排列
159502,2025-06-25,0.8838,0.8861,0.8822,0.858783,0.0016,0.1814,-0.0023,弱势空头
159502,2025-06-24,0.8814,0.888,0.8805,0.85965,0.0009,0.1022,-0.0066,弱势空头
159502,2025-06-23,0.881,0.889,0.8787,0.86075,0.0023,0.2618,-0.008,弱势空头
159502,2025-06-20,0.8844,0.8913,0.8772,0.86195,0.0072,0.8208,-0.0069,弱势空头
159502,2025-06-19,0.8848,0.892,0.8757,0.86295,0.0091,1.0392,-0.0072,弱势空头
159502,2025-06-18,0.8884,0.8919,0.8751,0.864133,0.0133,1.5198,-0.0035,弱势空头
159502,2025-06-17,0.8946,0.8921,0.87385,0.865083,0.02075,2.3745,0.0025,强势多头排列
159502,2025-06-16,0.897,0.8895,0.8715,0.86615,0.0255,2.926,0.0075,强势多头排列
159502,2025-06-13,0.8982,0.8856,0.86835,0.8669,0.02985,3.4376,0.0126,强势多头排列
159502,2025-06-12,0.8992,0.8832,0.8652,,0.034,3.9297,0.016,中期多头排列
159502,2025-06-11,0.8954,0.8783,0.86225,,0.03315,3.8446,0.0171,中期多头排列
159502,2025-06-10,0.8896,0.873,0.8591,,0.0305,3.5502,0.0166,中期多头排列
159502,2025-06-09,0.882,0.8684,0.85565,,0.02635,3.0795,0.0136,中期多头排列
159502,2025-06-06,0.873,0.8631,0.85265,,0.02035,2.3867,0.0099,中期多头排列
159502,2025-06-05,0.8672,0.8594,0.8505,,0.0167,1.9636,0.0078,中期多头排列
159502,2025-06-04,0.8612,0.8583,0.84865,,0.01255,1.4788,0.0029,中期多头排列
159502,2025-06-03,0.8564,0.8556,0.8489,,0.0075,0.8835,0.0008,中期多头排列
159502,2025-05-30,0.8548,0.8535,0.8501,,0.0047,0.5529,0.0013,中期多头排列
159502,2025-05-29,0.8532,0.8511,0.8511,,0.0021,0.2467,0.0021,弱势多头
159502,2025-05-28,0.8516,0.8472,0.85155,,5e-05,0.0059,0.0044,弱势多头
159502,2025-05-27,0.8554,0.8462,0.8529,,0.0025,0.2931,0.0092,弱势多头
159502,2025-05-26,0.8548,0.8452,0.8527,,0.0021,0.2463,0.0096,弱势多头
159502,2025-05-23,0.8522,0.8429,0.853,,-0.0008,-0.0938,0.0093,弱势多头
159502,2025-05-22,0.849,0.8422,0.8521,,-0.0031,-0.3638,0.0068,弱势多头
159502,2025-05-21,0.8428,0.8416,0.85045,,-0.00765,-0.8995,0.0012,弱势多头
159502,2025-05-20,0.837,0.839,0.84845,,-0.01145,-1.3495,-0.002,中期空头排列
159502,2025-05-19,0.8356,0.8422,0.84705,,-0.01145,-1.3518,-0.0066,中期空头排列
159502,2025-05-16,0.8336,0.8467,0.8463,,-0.0127,-1.5006,-0.0131,弱势空头
159502,2025-05-15,0.8354,0.8511,0.84625,,-0.01085,-1.2821,-0.0157,弱势空头
159502,2025-05-14,0.8404,0.8559,0.8461,,-0.0057,-0.6737,-0.0155,弱势空头
159502,2025-05-13,0.841,0.8596,0.8439,,-0.0029,-0.3436,-0.0186,弱势空头
159502,2025-05-12,0.8488,0.8602,0.84235,,0.00645,0.7657,-0.0114,弱势空头
159502,2025-05-09,0.8598,0.8631,0.83935,,0.02045,2.4364,-0.0033,弱势空头
159502,2025-05-08,0.8668,0.862,0.8376,,0.0292,3.4862,0.0048,中期多头排列
159502,2025-05-07,0.8714,0.8593,0.8342,,0.0372,4.4594,0.0121,中期多头排列
159502,2025-05-06,0.8782,0.8579,0.8353,,0.0429,5.1359,0.0203,中期多头排列
159502,2025-04-30,0.8716,0.8519,0.83425,,0.03735,4.4771,0.0197,中期多头排列
159502,2025-04-29,0.8664,0.8459,0.8343,,0.0321,3.8475,0.0205,中期多头排列
159502,2025-04-28,0.8572,0.8414,0.8357,,0.0215,2.5727,0.0158,中期多头排列
