代码,日期,MA5,MA10,MA20,MA60,SMA差值5-20,SMA差值5-20(%),SMA差值5-10,多空排列
588120,2025-06-27,1.0018,0.9869,0.98165,0.9666,0.02015,2.0527,0.0149,强势多头排列
588120,2025-06-26,0.9946,0.9839,0.97965,0.966383,0.01495,1.5261,0.0107,强势多头排列
588120,2025-06-25,0.9886,0.9819,0.9764,0.9663,0.0122,1.2495,0.0067,强势多头排列
588120,2025-06-24,0.9796,0.9778,0.9725,0.9657,0.0071,0.7301,0.0018,强势多头排列
588120,2025-06-23,0.9728,0.9757,0.9699,0.965417,0.0029,0.299,-0.0029,弱势空头
588120,2025-06-20,0.972,0.9774,0.96825,0.965667,0.00375,0.3873,-0.0054,弱势空头
588120,2025-06-19,0.9732,0.9793,0.968,0.966167,0.0052,0.5372,-0.0061,弱势空头
588120,2025-06-18,0.9752,0.9803,0.9677,0.967033,0.0075,0.775,-0.0051,弱势空头
588120,2025-06-17,0.976,0.9792,0.9672,0.968017,0.0088,0.9098,-0.0032,弱势空头
588120,2025-06-16,0.9786,0.9788,0.96675,0.969317,0.01185,1.2258,-0.0002,弱势空头
588120,2025-06-13,0.9828,0.9764,0.96585,0.970417,0.01695,1.7549,0.0064,中期多头排列
588120,2025-06-12,0.9854,0.9754,0.9649,,0.0205,2.1246,0.01,中期多头排列
588120,2025-06-11,0.9854,0.9709,0.9644,,0.021,2.1775,0.0145,中期多头排列
588120,2025-06-10,0.9824,0.9672,0.96425,,0.01815,1.8823,0.0152,中期多头排列
588120,2025-06-09,0.979,0.9641,0.96415,,0.01485,1.5402,0.0149,弱势多头
588120,2025-06-06,0.97,0.9591,0.96295,,0.00705,0.7321,0.0109,弱势多头
588120,2025-06-05,0.9654,0.9567,0.96305,,0.00235,0.244,0.0087,弱势多头
588120,2025-06-04,0.9564,0.9551,0.96325,,-0.00685,-0.7111,0.0013,弱势多头
588120,2025-06-03,0.952,0.9552,0.9647,,-0.0127,-1.3165,-0.0032,中期空头排列
588120,2025-05-30,0.9492,0.9547,0.9655,,-0.0163,-1.6882,-0.0055,中期空头排列
588120,2025-05-29,0.9482,0.9553,0.9661,,-0.0179,-1.8528,-0.0071,中期空头排列
588120,2025-05-28,0.948,0.9544,0.9659,,-0.0179,-1.8532,-0.0064,中期空头排列
588120,2025-05-27,0.9538,0.9579,0.96675,,-0.01295,-1.3395,-0.0041,中期空头排列
588120,2025-05-26,0.9584,0.9613,0.96755,,-0.00915,-0.9457,-0.0029,中期空头排列
588120,2025-05-23,0.9602,0.9642,0.96855,,-0.00835,-0.8621,-0.004,中期空头排列
588120,2025-05-22,0.9624,0.9668,0.9695,,-0.0071,-0.7323,-0.0044,中期空头排列
588120,2025-05-21,0.9608,0.9694,0.96995,,-0.00915,-0.9433,-0.0086,中期空头排列
588120,2025-05-20,0.962,0.9714,0.96905,,-0.00705,-0.7275,-0.0094,弱势空头
588120,2025-05-19,0.9642,0.9742,0.9684,,-0.0042,-0.4337,-0.01,弱势空头
588120,2025-05-16,0.9682,0.9763,0.968,,0.0002,0.0207,-0.0081,弱势空头
588120,2025-05-15,0.9712,0.9769,0.9681,,0.0031,0.3202,-0.0057,弱势空头
588120,2025-05-14,0.978,0.9774,0.9687,,0.0093,0.96,0.0006,中期多头排列
588120,2025-05-13,0.9808,0.9756,0.9681,,0.0127,1.3118,0.0052,中期多头排列
588120,2025-05-12,0.9842,0.9738,0.9651,,0.0191,1.9791,0.0104,中期多头排列
588120,2025-05-09,0.9844,0.9729,0.9608,,0.0236,2.4563,0.0115,中期多头排列
588120,2025-05-08,0.9826,0.9722,0.95585,,0.02675,2.7986,0.0104,中期多头排列
588120,2025-05-07,0.9768,0.9705,0.9492,,0.0276,2.9077,0.0063,中期多头排列
588120,2025-05-06,0.9704,0.9667,0.94915,,0.02125,2.2388,0.0037,中期多头排列
588120,2025-04-30,0.9634,0.9626,0.9496,,0.0138,1.4532,0.0008,中期多头排列
588120,2025-04-29,0.9614,0.9597,0.95065,,0.01075,1.1308,0.0017,中期多头排列
588120,2025-04-28,0.9618,0.9593,0.95205,,0.00975,1.0241,0.0025,中期多头排列
588120,2025-04-25,0.9642,0.96,0.9536,,0.0106,1.1116,0.0042,中期多头排列
588120,2025-04-24,0.963,0.9606,0.95575,,0.00725,0.7586,0.0024,中期多头排列
588120,2025-04-23,0.9618,0.9564,0.95705,,0.00475,0.4963,0.0054,弱势多头
588120,2025-04-22,0.958,0.9487,0.9578,,0.0002,0.0209,0.0093,弱势多头
588120,2025-04-21,0.9568,0.9395,0.95925,,-0.00245,-0.2554,0.0173,弱势多头
588120,2025-04-18,0.9558,0.9279,0.96055,,-0.00475,-0.4945,0.0279,弱势多头
588120,2025-04-17,0.9582,0.9316,0.96435,,-0.00615,-0.6377,0.0266,弱势多头
588120,2025-04-16,0.951,0.9366,0.96845,,-0.01745,-1.8018,0.0144,弱势多头
588120,2025-04-15,0.9394,0.9416,0.9732,,-0.0338,-3.4731,-0.0022,中期空头排列
588120,2025-04-14,0.9222,0.9448,0.9773,,-0.0551,-5.638,-0.0226,中期空头排列
588120,2025-04-11,0.9,0.9472,,,,,-0.0472,
588120,2025-04-10,0.905,0.9509,,,,,-0.0459,
588120,2025-04-09,0.9222,0.9577,,,,,-0.0355,
588120,2025-04-08,0.9438,0.9669,,,,,-0.0231,
588120,2025-04-07,0.9674,0.979,,,,,-0.0116,
588120,2025-04-03,0.9944,0.9932,,,,,0.0012,
588120,2025-04-02,0.9968,0.9971,,,,,-0.0003,
588120,2025-04-01,0.9932,1.0003,,,,,-0.0071,
588120,2025-03-31,0.99,1.0048,,,,,-0.0148,
588120,2025-03-28,0.9906,1.0098,,,,,-0.0192,
588120,2025-03-27,0.992,,,,,,,
588120,2025-03-26,0.9974,,,,,,,
588120,2025-03-25,1.0074,,,,,,,
588120,2025-03-24,1.0196,,,,,,,
588120,2025-03-21,1.029,,,,,,,
588120,2025-03-20,,,,,,,,
588120,2025-03-19,,,,,,,,
588120,2025-03-18,,,,,,,,
588120,2025-03-17,,,,,,,,
